index,expected,solver,result,correct,model_valid,wall_sec,user_sec,sys_sec,rss_kb,exit_code,hash,url
30,unsat,minisat,timeout,0,1,1000.19,999.88,0.13,35960,0,99718c1729a8de3347a9946f1836421d,https://benchmark-database.de/file/99718c1729a8de3347a9946f1836421d?context=cnf
31,sat,minisat,sat,1,1,109.50,109.46,0.04,26308,10,9b998be0c639d06988c4902eb125c0b7,https://benchmark-database.de/file/9b998be0c639d06988c4902eb125c0b7?context=cnf
32,unsat,minisat,unsat,1,1,182.37,182.13,0.15,153108,20,a1fdd60d2570f47fb14956ac9e96951f,https://benchmark-database.de/file/a1fdd60d2570f47fb14956ac9e96951f?context=cnf
33,sat,minisat,timeout,0,1,1000.11,999.62,0.36,1011128,0,a2ca167a8fdbf165f40b5d6dee94b040,https://benchmark-database.de/file/a2ca167a8fdbf165f40b5d6dee94b040?context=cnf
34,unsat,minisat,timeout,0,1,1000.24,999.32,0.69,2121260,0,ad69e0a0880cd377e26260f7e4bc6d51,https://benchmark-database.de/file/ad69e0a0880cd377e26260f7e4bc6d51?context=cnf
35,sat,minisat,timeout,0,1,1000.09,999.75,0.24,178120,0,b3d3680b3287a989ce61a6db1054efd2,https://benchmark-database.de/file/b3d3680b3287a989ce61a6db1054efd2?context=cnf
36,sat,minisat,timeout,0,1,1000.17,999.83,0.20,132704,0,c0074020a48535e6062421cea2850dd0,https://benchmark-database.de/file/c0074020a48535e6062421cea2850dd0?context=cnf
37,unsat,minisat,timeout,0,1,1000.11,999.90,0.10,24148,0,c0e828fb967fc4f0935cf06c6a6b1055,https://benchmark-database.de/file/c0e828fb967fc4f0935cf06c6a6b1055?context=cnf
38,sat,minisat,timeout,0,1,1000.16,999.86,0.14,37452,0,ca3c65a863526793968fc30618a42709,https://benchmark-database.de/file/ca3c65a863526793968fc30618a42709?context=cnf
39,sat,minisat,sat,1,1,99.71,99.44,0.25,429384,10,d2af3fde615d7c4d4a4574fc8839970e,https://benchmark-database.de/file/d2af3fde615d7c4d4a4574fc8839970e?context=cnf
40,unsat,minisat,timeout,0,1,1000.21,999.57,0.39,1452880,0,d3e4e0f01836bb359725c6aa5072afce,https://benchmark-database.de/file/d3e4e0f01836bb359725c6aa5072afce?context=cnf
41,unsat,minisat,timeout,0,1,1000.13,999.68,0.33,1695332,0,d88a8a62342be0ef04bd3b429f311352,https://benchmark-database.de/file/d88a8a62342be0ef04bd3b429f311352?context=cnf
42,unsat,minisat,timeout,0,1,1000.22,999.63,0.38,1296012,0,de8988028668791f35a7b9f94353b5b9,https://benchmark-database.de/file/de8988028668791f35a7b9f94353b5b9?context=cnf
43,sat,minisat,sat,1,1,12.57,12.50,0.09,18312,10,e318e2ac78b473091c3c2197afd7fc98,https://benchmark-database.de/file/e318e2ac78b473091c3c2197afd7fc98?context=cnf
44,unsat,minisat,timeout,0,1,1000.19,999.72,0.29,341240,0,ebbda8d90dfd9b6500bf932f952907a6,https://benchmark-database.de/file/ebbda8d90dfd9b6500bf932f952907a6?context=cnf
45,sat,minisat,sat,1,1,289.79,289.67,0.12,72112,10,ed6d842f96d10f3400bce251f9e95bfb,https://benchmark-database.de/file/ed6d842f96d10f3400bce251f9e95bfb?context=cnf
46,sat,minisat,timeout,0,1,1001.18,999.89,0.13,44972,0,f33a6163305d6559043b7438a692dea9,https://benchmark-database.de/file/f33a6163305d6559043b7438a692dea9?context=cnf
47,unsat,minisat,timeout,0,1,1000.14,999.54,0.46,1593420,0,f6a085f3c728e53f57542e62df20e56b,https://benchmark-database.de/file/f6a085f3c728e53f57542e62df20e56b?context=cnf
48,sat,minisat,timeout,0,1,1001.02,999.38,0.62,2118672,0,fae6cf26f3da1e7d8fc4926a9ca86b61,https://benchmark-database.de/file/fae6cf26f3da1e7d8fc4926a9ca86b61?context=cnf
49,unsat,minisat,timeout,0,1,1000.08,999.91,0.09,39016,0,fea0f926e766ccba7c7dc261084ecbd0,https://benchmark-database.de/file/fea0f926e766ccba7c7dc261084ecbd0?context=cnf
50,unsat,minisat,unsat,1,1,539.91,539.37,0.08,42224,20,1e0d58c7e52319b3b17e343ec7ca6de5,https://benchmark-database.de/file/1e0d58c7e52319b3b17e343ec7ca6de5?context=cnf
51,sat,minisat,sat,1,1,810.29,809.89,0.29,712652,10,95abe8aeebbe88fcb0503b13109593b3,https://benchmark-database.de/file/95abe8aeebbe88fcb0503b13109593b3?context=cnf
52,unsat,minisat,unsat,1,1,604.34,603.84,0.34,743764,20,ddc308b079b032211ac8e4ae136c2626,https://benchmark-database.de/file/ddc308b079b032211ac8e4ae136c2626?context=cnf
53,sat,minisat,sat,1,1,23.64,23.29,0.36,889148,10,3746303c659ef65aaa78f3b52cd5de49,https://benchmark-database.de/file/3746303c659ef65aaa78f3b52cd5de49?context=cnf
54,sat,minisat,sat,1,1,9.78,9.63,0.10,68620,10,53c21f3e78f060883026b5a12ba691d8,https://benchmark-database.de/file/53c21f3e78f060883026b5a12ba691d8?context=cnf
55,unsat,minisat,unsat,1,1,52.86,52.78,0.09,33212,20,efc1b7cc3861df8c2b68ca10399b794e,https://benchmark-database.de/file/efc1b7cc3861df8c2b68ca10399b794e?context=cnf
56,unsat,minisat,timeout,0,1,1000.17,999.92,0.12,33144,0,91c429adc2dc8430461b6d87a9aef335,https://benchmark-database.de/file/91c429adc2dc8430461b6d87a9aef335?context=cnf
57,sat,minisat,timeout,0,1,1000.12,999.69,0.31,1108460,0,1b9f94befb5bc867c0e882f49973f793,https://benchmark-database.de/file/1b9f94befb5bc867c0e882f49973f793?context=cnf
58,unsat,minisat,timeout,0,1,1000.19,999.71,0.28,351632,0,2bdfcf23ac1829912a408402a540972a,https://benchmark-database.de/file/2bdfcf23ac1829912a408402a540972a?context=cnf
59,unsat,minisat,timeout,0,1,1000.14,999.65,0.33,718308,0,818c585e5986431917605fca8d775034,https://benchmark-database.de/file/818c585e5986431917605fca8d775034?context=cnf
60,unsat,minisat,unsat,1,1,126.55,126.19,0.09,33336,20,0ccb0f855352783a972be45188bf3164,https://benchmark-database.de/file/0ccb0f855352783a972be45188bf3164?context=cnf
61,sat,minisat,timeout,0,1,1000.15,999.37,0.63,1810284,0,f17dfbed8c18716a41b231702e127524,https://benchmark-database.de/file/f17dfbed8c18716a41b231702e127524?context=cnf
62,unsat,minisat,timeout,0,1,1000.19,999.72,0.26,293416,0,296fd43ed40e242875984420f29be73f,https://benchmark-database.de/file/296fd43ed40e242875984420f29be73f?context=cnf
63,unsat,minisat,unsat,1,1,216.34,216.17,0.15,126932,20,8f391f2bf8167f1b96467f3479b33dc5,https://benchmark-database.de/file/8f391f2bf8167f1b96467f3479b33dc5?context=cnf
64,sat,minisat,timeout,0,1,1000.22,999.63,0.35,600908,0,f37757b26c83935780be4f814f8ea401,https://benchmark-database.de/file/f37757b26c83935780be4f814f8ea401?context=cnf
65,unsat,minisat,unsat,1,1,165.94,165.65,0.25,456892,20,fc67d414ea20a0ffffc087d7577af2fe,https://benchmark-database.de/file/fc67d414ea20a0ffffc087d7577af2fe?context=cnf
66,unsat,minisat,timeout,0,1,1004.56,999.86,0.10,60072,0,dbb42e010bed2259e4e27bc43e4d86c6,https://benchmark-database.de/file/dbb42e010bed2259e4e27bc43e4d86c6?context=cnf
67,sat,minisat,timeout,0,1,1000.12,999.70,0.27,195348,0,4e3195a382f5af213444736fcc8b364f,https://benchmark-database.de/file/4e3195a382f5af213444736fcc8b364f?context=cnf
68,sat,minisat,sat,1,1,82.03,81.79,0.19,547792,10,1d18837c0ced5c18a3a4693993e61728,https://benchmark-database.de/file/1d18837c0ced5c18a3a4693993e61728?context=cnf
69,sat,minisat,timeout,0,1,28.77,24.52,3.28,11893380,0,ee5fb3e181571740adb8444bd052dbdc,https://benchmark-database.de/file/ee5fb3e181571740adb8444bd052dbdc?context=cnf
70,sat,minisat,sat,1,1,32.30,32.09,0.16,249176,10,d89fc3e9c24e0383e940464f4704657e,https://benchmark-database.de/file/d89fc3e9c24e0383e940464f4704657e?context=cnf
71,sat,minisat,timeout,0,1,1000.13,999.76,0.22,745136,0,98e8aa2ace21d3362ef51524ad546764,https://benchmark-database.de/file/98e8aa2ace21d3362ef51524ad546764?context=cnf
72,unsat,minisat,unsat,1,1,1.05,0.92,0.08,18076,20,09cd83e233380d0ba1fc56cee88367b1,https://benchmark-database.de/file/09cd83e233380d0ba1fc56cee88367b1?context=cnf
73,sat,minisat,timeout,0,1,1000.09,999.86,0.13,37876,0,c21096fa2f550785c33dc862d83bc941,https://benchmark-database.de/file/c21096fa2f550785c33dc862d83bc941?context=cnf
74,unsat,minisat,timeout,0,1,1000.60,999.69,0.25,765476,0,35748015c5f16c9ee7e4d1894af497a0,https://benchmark-database.de/file/35748015c5f16c9ee7e4d1894af497a0?context=cnf
75,sat,minisat,sat,1,1,95.28,94.92,0.36,974132,10,e9f6eb5654365bb115e6d96405ea9a76,https://benchmark-database.de/file/e9f6eb5654365bb115e6d96405ea9a76?context=cnf
76,unsat,minisat,timeout,0,1,1002.45,999.45,0.58,1592832,0,f626408ec204fd8e1a7924d0e59672e9,https://benchmark-database.de/file/f626408ec204fd8e1a7924d0e59672e9?context=cnf
77,unsat,minisat,timeout,0,1,1000.06,999.93,0.11,75564,0,b99ba7e9113280393c64863dfbfa2c3b,https://benchmark-database.de/file/b99ba7e9113280393c64863dfbfa2c3b?context=cnf
78,sat,minisat,timeout,0,1,1000.19,999.66,0.36,126684,0,7a044c997ede14d00002f1db39d45170,https://benchmark-database.de/file/7a044c997ede14d00002f1db39d45170?context=cnf
79,sat,minisat,sat,1,1,206.84,206.61,0.20,714632,10,9dcbf221b8d2bb01f30bcca283f3608d,https://benchmark-database.de/file/9dcbf221b8d2bb01f30bcca283f3608d?context=cnf
80,sat,minisat,sat,1,1,67.38,67.15,0.14,135740,10,602c8a200227ab9d64d855164d35b5cf,https://benchmark-database.de/file/602c8a200227ab9d64d855164d35b5cf?context=cnf
81,sat,minisat,timeout,0,1,1000.14,999.46,0.54,1514464,0,ac3887576c2ce781202b9fe0fdc31420,https://benchmark-database.de/file/ac3887576c2ce781202b9fe0fdc31420?context=cnf
82,unsat,minisat,timeout,0,1,1000.23,999.59,0.40,1935356,0,0f269188707a1b2f309dd1c70bfe22b0,https://benchmark-database.de/file/0f269188707a1b2f309dd1c70bfe22b0?context=cnf
83,unsat,minisat,unsat,1,1,405.41,405.23,0.14,143276,20,51482a5b06b055edfdca576d654ce191,https://benchmark-database.de/file/51482a5b06b055edfdca576d654ce191?context=cnf
84,unsat,minisat,unsat,1,1,0.17,0.06,0.08,18040,20,f6f91f6a44c3953b788c026cbbaa4e91,https://benchmark-database.de/file/f6f91f6a44c3953b788c026cbbaa4e91?context=cnf
85,unsat,minisat,timeout,0,1,1000.19,999.65,0.38,808212,0,062f58e44eb73f9274b57af5092cad90,https://benchmark-database.de/file/062f58e44eb73f9274b57af5092cad90?context=cnf
86,sat,minisat,timeout,0,1,1000.19,999.88,0.15,50104,0,84282cd481f7614f444951064c707030,https://benchmark-database.de/file/84282cd481f7614f444951064c707030?context=cnf
87,unsat,minisat,unsat,1,1,341.32,340.95,0.31,417152,20,18d4124324b56e434118f9ef72198d84,https://benchmark-database.de/file/18d4124324b56e434118f9ef72198d84?context=cnf
88,unsat,minisat,unsat,1,1,85.33,85.14,0.13,68144,20,b361efe85442bd535849708e2b7ac639,https://benchmark-database.de/file/b361efe85442bd535849708e2b7ac639?context=cnf
89,sat,minisat,timeout,0,1,1000.12,999.43,0.59,3289656,0,2b4467a5ac4ac41b36d4c3432b07f767,https://benchmark-database.de/file/2b4467a5ac4ac41b36d4c3432b07f767?context=cnf
90,unsat,minisat,timeout,0,1,1000.16,999.84,0.20,172100,0,e12874b16df577b301608d03731595d8,https://benchmark-database.de/file/e12874b16df577b301608d03731595d8?context=cnf
