index,source,expected,solver,result,correct,model_valid,wall_sec,user_sec,sys_sec,rss_kb,exit_code,hash,url
43,historical,sat,minisat,sat,1,1,12.47,12.40,0.08,18008,10,e318e2ac78b473091c3c2197afd7fc98,https://benchmark-database.de/file/e318e2ac78b473091c3c2197afd7fc98?context=cnf
44,historical,unsat,minisat,error,0,1,1000.11,999.81,0.20,339364,0,ebbda8d90dfd9b6500bf932f952907a6,https://benchmark-database.de/file/ebbda8d90dfd9b6500bf932f952907a6?context=cnf
45,historical,sat,minisat,sat,1,1,291.72,291.49,0.12,72028,10,ed6d842f96d10f3400bce251f9e95bfb,https://benchmark-database.de/file/ed6d842f96d10f3400bce251f9e95bfb?context=cnf
46,historical,sat,minisat,error,0,1,1000.09,999.90,0.10,44840,0,f33a6163305d6559043b7438a692dea9,https://benchmark-database.de/file/f33a6163305d6559043b7438a692dea9?context=cnf
47,historical,unsat,minisat,error,0,1,1000.17,999.48,0.51,1573040,0,f6a085f3c728e53f57542e62df20e56b,https://benchmark-database.de/file/f6a085f3c728e53f57542e62df20e56b?context=cnf
48,historical,sat,minisat,error,0,1,1000.24,999.37,0.61,2118468,0,fae6cf26f3da1e7d8fc4926a9ca86b61,https://benchmark-database.de/file/fae6cf26f3da1e7d8fc4926a9ca86b61?context=cnf
49,historical,unsat,minisat,error,0,1,1000.08,999.85,0.12,46624,0,fea0f926e766ccba7c7dc261084ecbd0,https://benchmark-database.de/file/fea0f926e766ccba7c7dc261084ecbd0?context=cnf
50,new,unsat,minisat,unsat,1,1,726.35,726.07,0.15,42368,20,1e0d58c7e52319b3b17e343ec7ca6de5,https://benchmark-database.de/file/1e0d58c7e52319b3b17e343ec7ca6de5?context=cnf
51,new,sat,minisat,sat,1,1,615.44,615.13,0.23,711108,10,95abe8aeebbe88fcb0503b13109593b3,https://benchmark-database.de/file/95abe8aeebbe88fcb0503b13109593b3?context=cnf
52,new,unsat,minisat,unsat,1,1,584.53,583.98,0.37,742540,20,ddc308b079b032211ac8e4ae136c2626,https://benchmark-database.de/file/ddc308b079b032211ac8e4ae136c2626?context=cnf
